theta(deg) 	 elvAng (deg) 	 wcraft(deg/s) 	 alpha(deg/s^2)
70.21		0.0
70.403		0.197		0.0684
70.599		0.396		0.0691		0.000231
70.795		0.597		0.0698		0.000238
70.991		0.799		0.0705		0.000245
71.187		1.004		0.0712		0.000253
71.383		1.211		0.072		0.00026
71.579		1.421		0.0727		0.000268
71.775		1.632		0.0735		0.000276
71.971		1.846		0.0744		0.000285
72.167		2.063		0.0752		0.000294
72.363		2.281		0.0761		0.000303
72.559		2.503		0.077		0.000313
72.755		2.727		0.0779		0.000323
72.951		2.954		0.0789		0.000334
73.147		3.184		0.0799		0.000345
73.343		3.417		0.0809		0.000356
73.539		3.652		0.0819		0.000368
73.735		3.891		0.083		0.000381
73.931		4.133		0.0842		0.000394
74.127		4.379		0.0853		0.000408
74.323		4.628		0.0866		0.000422
74.519		4.881		0.0878		0.000437
74.715		5.137		0.0891		0.000453
74.911		5.397		0.0905		0.000469
75.107		5.662		0.0919		0.000486
75.303		5.93		0.0933		0.000504
75.498		6.203		0.0948		0.000523
75.694		6.48		0.0964		0.000543
75.89		6.762		0.098		0.000564
76.086		7.049		0.0997		0.000586
76.282		7.341		0.1014		0.000609
76.478		7.638		0.1033		0.000634
76.674		7.941		0.1052		0.000659
76.87		8.249		0.1071		0.000686
77.066		8.564		0.1092		0.000715
77.262		8.884		0.1113		0.000745
77.458		9.211		0.1136		0.000776
77.654		9.544		0.1159		0.00081
77.85		9.885		0.1183		0.000845
78.046		10.233		0.1209		0.000883
78.242		10.588		0.1235		0.000922
78.438		10.952		0.1263		0.000964
78.634		11.323		0.1292		0.001008
78.83		11.704		0.1322		0.001055
79.026		12.094		0.1354		0.001105
79.222		12.493		0.1388		0.001158
79.418		12.902		0.1422		0.001214
79.614		13.322		0.1459		0.001273
79.81		13.753		0.1498		0.001337
80.006		14.196		0.1538		0.001404
80.202		14.65		0.158		0.001476
80.398		15.118		0.1625		0.001553
80.594		15.599		0.1672		0.001635
80.79		16.095		0.1722		0.001722
80.986		16.605		0.1774		0.001816
81.182		17.131		0.1829		0.001915
81.377		17.674		0.1887		0.002022
81.573		18.235		0.1949		0.002137
81.769		18.815		0.2014		0.002259
81.965		19.414		0.2083		0.002391
82.161		20.034		0.2155		0.002532
82.357		20.676		0.2233		0.002683
82.553		21.342		0.2314		0.002846
82.749		22.033		0.2401		0.00302
82.945		22.751		0.2494		0.003208
83.141		23.497		0.2592		0.003411
83.337		24.273		0.2696		0.003628
83.533		25.081		0.2807		0.003863
83.729		25.922		0.2926		0.004115
83.925		26.801		0.3052		0.004387
84.121		27.718		0.3187		0.004679
84.317		28.676		0.333		0.004993
84.513		29.678		0.3484		0.005331
84.709		30.728		0.3648		0.005694
84.905		31.828		0.3823		0.006083
85.101		32.982		0.401		0.0065
85.297		34.193		0.4209		0.006945
85.493		35.466		0.4423		0.007419
85.689		36.804		0.4651		0.007921
85.885		38.212		0.4894		0.008452
86.081		39.695		0.5153		0.009008
86.277		41.257		0.5429		0.009588
86.473		42.904		0.5722		0.010186
86.669		44.64		0.6033		0.010796
86.865		46.47		0.6361		0.011407
87.061		48.4		0.6707		0.012007
87.256		50.434		0.7069		0.012579
87.452		52.577		0.7446		0.013104
87.648		54.831		0.7836		0.013555
87.844		57.201		0.8236		0.013904
88.04		59.688		0.8642		0.014116
88.236		62.292		0.9049		0.014155
88.432		65.011		0.9452		0.013981
88.628		67.843		0.9842		0.013558
88.824		70.782		1.0212		0.012853
89.02		73.818		1.0552		0.01184
89.216		76.941		1.0855		0.010509
89.412		80.138		1.111		0.008866
89.608		83.392		1.1309		0.006937
89.804		86.686		1.1447		0.004769
90.0		90.0		1.1516		0.00243
