theta(deg) 	 elvAng (deg) 	 wcraft(deg/s) 	 alpha(deg/s^2)
68.85		0.0
69.063		0.21		0.0676
69.272		0.423		0.0682		0.00021
69.481		0.637		0.0689		0.000216
69.691		0.854		0.0696		0.000223
69.9		1.073		0.0703		0.000229
70.11		1.294		0.0711		0.000236
70.319		1.518		0.0718		0.000243
70.528		1.743		0.0726		0.000251
70.738		1.972		0.0734		0.000258
70.947		2.203		0.0742		0.000266
71.156		2.437		0.0751		0.000275
71.366		2.673		0.076		0.000283
71.575		2.912		0.0769		0.000293
71.785		3.155		0.0778		0.000302
71.994		3.4		0.0788		0.000312
72.203		3.648		0.0798		0.000322
72.413		3.9		0.0808		0.000333
72.622		4.155		0.0819		0.000344
72.831		4.413		0.083		0.000356
73.041		4.675		0.0841		0.000368
73.25		4.941		0.0853		0.000381
73.46		5.21		0.0866		0.000395
73.669		5.483		0.0878		0.000409
73.878		5.761		0.0892		0.000423
74.088		6.043		0.0905		0.000439
74.297		6.329		0.0919		0.000455
74.506		6.62		0.0934		0.000472
74.716		6.915		0.0949		0.00049
74.925		7.215		0.0965		0.000508
75.135		7.521		0.0982		0.000528
75.344		7.832		0.0999		0.000548
75.553		8.148		0.1016		0.00057
75.763		8.47		0.1035		0.000593
75.972		8.798		0.1054		0.000617
76.181		9.133		0.1074		0.000642
76.391		9.473		0.1095		0.000669
76.6		9.821		0.1116		0.000697
76.809		10.175		0.1139		0.000726
77.019		10.537		0.1163		0.000757
77.228		10.907		0.1187		0.00079
77.438		11.284		0.1213		0.000825
77.647		11.67		0.124		0.000862
77.856		12.065		0.1268		0.000901
78.066		12.469		0.1297		0.000942
78.275		12.882		0.1328		0.000985
78.484		13.305		0.136		0.001032
78.694		13.739		0.1393		0.001081
78.903		14.184		0.1429		0.001133
79.113		14.64		0.1466		0.001188
79.322		15.108		0.1505		0.001247
79.531		15.589		0.1545		0.001309
79.741		16.084		0.1588		0.001376
79.95		16.592		0.1633		0.001447
80.159		17.115		0.1681		0.001522
80.369		17.654		0.173		0.001602
80.578		18.209		0.1783		0.001688
80.788		18.781		0.1838		0.00178
80.997		19.371		0.1897		0.001877
81.206		19.981		0.1958		0.001982
81.416		20.611		0.2024		0.002093
81.625		21.262		0.2092		0.002213
81.834		21.936		0.2165		0.002341
82.044		22.634		0.2242		0.002477
82.253		23.358		0.2324		0.002624
82.463		24.108		0.2411		0.002781
82.672		24.887		0.2502		0.002949
82.881		25.696		0.26		0.003129
83.091		26.538		0.2703		0.003322
83.3		27.414		0.2813		0.003528
83.509		28.326		0.293		0.003749
83.719		29.276		0.3054		0.003986
83.928		30.268		0.3186		0.004238
84.138		31.303		0.3326		0.004508
84.347		32.385		0.3475		0.004795
84.556		33.516		0.3634		0.005101
84.766		34.7		0.3803		0.005426
84.975		35.94		0.3983		0.005769
85.184		37.239		0.4173		0.00613
85.394		38.601		0.4376		0.006509
85.603		40.03		0.4591		0.006905
85.813		41.53		0.4819		0.007313
86.022		43.105		0.5059		0.007732
86.231		44.759		0.5313		0.008157
86.441		46.496		0.558		0.00858
86.65		48.32		0.586		0.008995
86.859		50.235		0.6153		0.00939
87.069		52.245		0.6456		0.009753
87.278		54.352		0.677		0.010069
87.488		56.559		0.7091		0.010319
87.697		58.868		0.7417		0.010484
87.906		61.279		0.7745		0.010542
88.116		63.791		0.8071		0.010469
88.325		66.403		0.839		0.010242
88.534		69.11		0.8696		0.009839
88.744		71.906		0.8984		0.009244
88.953		74.784		0.9247		0.008445
89.163		77.735		0.9478		0.00744
89.372		80.746		0.9673		0.006236
89.581		83.803		0.9824		0.004854
89.791		86.894		0.9927		0.003324
90.0		90.0		0.998		0.001689
