theta(deg) 	 elvAng (deg) 	 wcraft(deg/s) 	 alpha(deg/s^2)
66.05		0.0
66.291		0.238		0.0657
66.528		0.479		0.0663		0.000173
66.765		0.721		0.067		0.000178
67.002		0.967		0.0676		0.000183
67.24		1.214		0.0683		0.000188
67.477		1.465		0.069		0.000194
67.714		1.718		0.0697		0.0002
67.951		1.973		0.0705		0.000206
68.188		2.231		0.0712		0.000212
68.425		2.493		0.072		0.000218
68.662		2.757		0.0728		0.000225
68.899		3.024		0.0737		0.000232
69.136		3.294		0.0746		0.000239
69.373		3.568		0.0754		0.000247
69.61		3.845		0.0764		0.000255
69.848		4.126		0.0773		0.000263
70.085		4.41		0.0783		0.000272
70.322		4.697		0.0793		0.000281
70.559		4.989		0.0804		0.00029
70.796		5.284		0.0815		0.0003
71.033		5.584		0.0826		0.00031
71.27		5.888		0.0838		0.000321
71.507		6.196		0.085		0.000332
71.744		6.508		0.0862		0.000344
71.981		6.826		0.0875		0.000356
72.218		7.148		0.0888		0.000369
72.455		7.475		0.0902		0.000382
72.693		7.808		0.0917		0.000396
72.93		8.146		0.0932		0.000411
73.167		8.489		0.0947		0.000426
73.404		8.838		0.0963		0.000443
73.641		9.194		0.098		0.000459
73.878		9.555		0.0997		0.000477
74.115		9.923		0.1015		0.000496
74.352		10.298		0.1034		0.000516
74.589		10.68		0.1053		0.000536
74.826		11.07		0.1073		0.000558
75.063		11.466		0.1094		0.000581
75.301		11.871		0.1116		0.000605
75.538		12.285		0.1139		0.00063
75.775		12.706		0.1163		0.000657
76.012		13.137		0.1188		0.000685
76.249		13.578		0.1214		0.000715
76.486		14.028		0.1241		0.000747
76.723		14.488		0.1269		0.00078
76.96		14.959		0.1299		0.000815
77.197		15.441		0.133		0.000852
77.434		15.935		0.1362		0.000891
77.671		16.442		0.1396		0.000932
77.909		16.961		0.1431		0.000976
78.146		17.493		0.1468		0.001023
78.383		18.04		0.1507		0.001072
78.62		18.601		0.1548		0.001124
78.857		19.178		0.1591		0.00118
79.094		19.772		0.1636		0.001238
79.331		20.382		0.1683		0.001301
79.568		21.01		0.1732		0.001367
79.805		21.657		0.1785		0.001437
80.042		22.325		0.1839		0.001511
80.279		23.013		0.1897		0.001591
80.516		23.723		0.1958		0.001675
80.754		24.456		0.2022		0.001764
80.991		25.214		0.2089		0.001859
81.228		25.997		0.216		0.00196
81.465		26.808		0.2235		0.002067
81.702		27.647		0.2314		0.00218
81.939		28.517		0.2398		0.002301
82.176		29.418		0.2486		0.002428
82.413		30.354		0.2579		0.002563
82.65		31.324		0.2677		0.002706
82.887		32.333		0.2781		0.002857
83.124		33.381		0.289		0.003016
83.362		34.471		0.3005		0.003183
83.599		35.605		0.3127		0.003358
83.836		36.786		0.3256		0.003541
84.073		38.016		0.3391		0.003732
84.31		39.297		0.3533		0.003929
84.547		40.633		0.3683		0.004133
84.784		42.026		0.3841		0.00434
85.021		43.479		0.4006		0.004551
85.258		44.994		0.4179		0.004762
85.495		46.575		0.4359		0.004971
85.732		48.224		0.4546		0.005174
85.97		49.943		0.4741		0.005367
86.207		51.736		0.4942		0.005545
86.444		53.603		0.5149		0.005701
86.681		55.547		0.536		0.00583
86.918		57.569		0.5575		0.005922
87.155		59.67		0.5792		0.005971
87.392		61.849		0.6008		0.005966
87.629		64.106		0.6222		0.0059
87.866		66.438		0.6431		0.005763
88.103		68.843		0.6632		0.005548
88.34		71.318		0.6823		0.005248
88.577		73.856		0.6999		0.004859
88.815		76.452		0.7158		0.00438
89.052		79.098		0.7296		0.003812
89.289		81.786		0.7411		0.003163
89.526		84.506		0.7499		0.002441
89.763		87.247		0.7559		0.001662
90.0		90.0		0.759		0.000841
